"","X","UniqueID","Year","MKBinary","MKOnsetAll","DiscPopEPR","PowerPopEPR","ExcludedGrpPerc","v2clsocgrp","v2clrgunev","RPR3","ElecDemocVDEM","wdi_expmil","ACDCumuCivWar","GDPPerCap1","bicc_milper","Tinder","Flame","LogGDPPC","lagMKBinary","CowCode"
"461",461,56.2003,2003,0,0,0,0,0,2.692518548,1.364229581,1.132,0.889738477,0.883295358878603,0,6543.669646,4.1,-1.51348664223637,1.45227886957593,8.78625339504011,0,56
"462",462,56.2004,2004,0,0,0,0.155,0.263157894736842,1.065522952,1.101982504,1.026,0.711437204,0.732649217722732,0,6988.690981,3.68,-0.760329321813845,0.482686968295601,8.85204854744739,0,56
"463",463,56.2005,2005,0,0,0,0.01,0.333333333333333,0.668857523,-1.070486545,1.22,0.857537987,0.564235731467308,0,6892.365053,5.33,-0.559152643805374,0.21117290262278,8.83816956388873,0,56
"464",464,56.2006,2006,0,0,0,0,0.25,1.931181233,2.23041501,1.13,0.886543625,1.06612107455492,0,7287.949404,3.85,-0.687193179486113,1.21595213954338,8.89397749654468,0,56
"465",465,56.2007,2007,0,0,0,0.135,0.5,0.603627788,1.101982504,1.093,0.724323865,1.13615752147936,0,7275.207264,3.76,0.0283306126969826,0.290620752966671,8.89222758153077,0,56
"466",466,56.2008,2008,0,0,0.014,0,0.5,-0.493948666,1.712501152,0.646,0.831537121,1.80326212002589,0,7492.57958,3.99,-0.0254868138387555,-0.0331153883282092,8.92166842042237,0,56
"467",467,56.2009,2009,0,0,0,0,0,2.68038203,2.210643293,1.163,0.836529844,0.576422482247495,0,7387.07552,5.07,-1.50143214967717,1.52457746413626,8.90748720084185,0,56
"468",468,56.201,2010,0,0,0.0042,0.03,0.96551724137931,0.031646887,-1.447215057,1.076,0.851805878,7.18390804597701,0,7196.041342,5.65,1.55700265272839,-0.233072136775292,8.88128634019011,0,56
"469",469,57.1979,1979,0,0,0,0,0.333333333333333,1.522356084,0.652026161,1.25,0.484824914,1.38104398145933,0,2286.770797,4.21,-0.518660160482653,0.483262036810954,7.73489596906164,0,57
"470",470,57.198,1980,0,0,0.115000002,0.03,0.25,0.831198347,-1.185332148,1.192,0.814388713,2.64983929377238,0,2321.313572,4.42,-0.858575485903482,0.148022718233892,7.74988849926013,0,57
"471",471,57.1981,1981,0,0,3e-04,0.018,0.333333333333333,-0.000334154,0.420486959,0.594,0.603692127,0.544154567761294,0,2407.483416,4.11,-0.623634989380879,-0.161687259768265,7.78633725517503,0,57
"472",472,57.1982,1982,0,0,0,0,0.666666666666667,0.770464933,-0.033455255,0.704,0.843046551,3.83125064320665,0,2494.949375,5.23,0.608884659532715,0.308123378515528,7.8220237173986,0,57
"473",473,57.1983,1983,0,0,0,0.02,0.666666666666667,2.175245127,2.210643293,0.971,0.863926586,1.77716854373459,0,2529.730352,3.36,0.764434791652701,1.27719395790721,7.83586799580433,0,57
"474",474,57.1984,1984,0,0,0,0.7,0.8,-1.512528975,-1.021235391,1.04,0.272907432,1.34050610488822,0,2676.678753,5.23,0.783655362812369,-1.47718337564924,7.8923320337046,0,57
"475",475,57.1985,1985,0,0,0.18,0,0.5,-0.865401067,0.523941723,1.17,0.592554103,2.24763997802308,0,2822.047637,5.06,-0.114613061586784,-0.59023703944266,7.94521801285143,0,57
"476",476,57.1986,1986,0,0,0.025,0.72,0.571428571428571,2.242830464,-1.136331558,1.1,0.504254795,1.66229195162174,0,2959.678165,4.6,0.295287863060165,0.379456590934504,7.99283581336624,0,57
"477",477,57.1987,1987,0,0,0,0,0.5,2.156679791,-0.784225391,0.791,0.859591961,0.907423061269215,0,2953.049834,3.35,0.123981611216068,0.8803026337537,7.99059375732114,0,57
"478",478,57.1988,1988,0,0,0,0.129999995,0.25,-0.033325238,0.582733067,0.724,0.195903818,1.71231482733917,0,3348.431611,4.85,-0.97437011929089,-0.54187671832492,8.1162473393697,0,57
"479",479,57.1989,1989,0,0,0,0,0.666666666666667,2.011076562,0.999265755,0.966,0.222217334,1.32351585207328,0,3378.1033,4.55,0.638014069485645,0.509921985929368,8.12506967712516,0,57
"480",480,57.199,1990,0,0,0,0,0.833333333333333,1.065522952,1.679576332,0.49,0.787855798,1.29283343838895,0,3504.514006,3.6,1.23526969550432,0.628974023929349,8.16180713250822,0,57
"481",481,57.1991,1991,0,0,0,0.198,0.5,-1.789876543,0.09619387,0.85,0.16188934,7.45177110425624,0,3534.157909,4.99,-0.266792562204648,-1.51571305701759,8.1702303346771,0,57
"482",482,57.1992,1992,0,0,3e-04,0,0.666666666666667,1.099937358,1.101982504,0.564,0.572326683,3.03696818090045,0,3752.955791,4.9,0.616857061166394,0.371362021747711,8.23029901942269,0,57
"483",483,57.1993,1993,0,0,0,0.11,0.6,-1.19652256,1.321581435,1.26,0.271669942,3.68416242108975,0,3909.27337,5.29,0.181259222136721,-0.891163119906033,8.27110679683455,0,57
"484",484,57.1994,1994,0,0,0,0,0,1.636879986,-0.481110059,0.741,0.610169911,1.06047042245265,0,3859.174917,3.61,-1.67551442002252,0.465222564959341,8.25820868753811,0,57
"485",485,57.1995,1995,0,0,0,0.0108,0,0.08132254,-1.02798758,0.923,0.266418352,1.42370423392813,0,4159.202258,3.65,-1.85016962130571,-0.601933240068046,8.33307856996222,0,57
"486",486,57.1996,1996,0,0,0,0,0.4,2.402839501,0.562320343,1.154,0.845755397,1.06612107455492,0,4214.568446,4.67,-0.171938292835659,1.1830758133436,8.3463024799036,0,57
"487",487,57.1997,1997,0,0,0,0,1,-1.144705878,-1.63816877,1.28,0.771217228,1.65484467624359,0,4365.191491,4.96,1.58930687667023,-0.764595954488373,8.38141733695636,0,57
"488",488,57.1998,1998,0,0,0.1,0.15,0.5,1.703508451,-0.784225391,1.26,0.553820329,1.56872438723064,0,4547.157609,3.07,0.0381283088645916,0.350970542575148,8.42225761541915,0,57
"489",489,57.1999,1999,0,0,0,0,0.5,2.156679791,1.785835496,0.932,0.898120886,0.490257621015372,0,4672.245618,4.63,0.188195155313841,1.27278437287416,8.44939509547208,0,57
"490",490,57.2,2000,0,0,0,0.296999991,0.5,-0.150405965,-0.431560675,0.665,0.53321276,2.14241590933138,0,4747.958555,3.63,-0.0996354346491147,-0.497867818509878,8.46547002675296,0,57
"491",491,57.2001,2001,0,0,0,0.014,0.5,2.466479159,0.462056292,0.531,0.858370026,1.21669999202688,0,4825.096138,5.04,0.172026185247804,1.17129746281814,8.48158593854868,0,57
"492",492,57.2002,2002,0,0,0,0,0.5,0.421388102,-0.140703009,1.016,0.851805878,1.76599077184906,0,5122.706782,5.1,0.0131486670641534,0.189408324673274,8.54143824669704,0,57
"493",493,57.2003,2003,0,0,0,0,0,2.884682997,2.289477386,0.919,0.092232862,6.51073070009225,0,5506.245594,3.7,-1.61246500511266,0.87641589895508,8.61363828950256,0,57
"494",494,57.2004,2004,0,0,0,0,0.666666666666667,1.50778807,-1.070486545,1.14,0.870388272,0.874212851673886,0,5724.059482,3.6,0.653361621659959,0.58251495166486,8.65243353230649,0,57
"495",495,57.2005,2005,0,0,0.078,0.119999997,1,1.471502052,-0.629269114,0.965,0.777117329,0.380677683292731,0,5856.494059,5.18,1.79432030799602,0.492670382021928,8.675306420081,0,57
"496",496,57.2006,2006,0,0,0,0.085,0.666666666666667,2.316743409,-0.79135829,1.14,0.865372225,2.18177198549536,0,6297.323093,5.58,0.71581273653082,0.952659495871699,8.74787991620853,0,57
"497",497,57.2007,2007,0,0,0,0,0,2.316743409,1.503964714,0.554,0.87887809,1.50347710732145,0,6189.769365,0,-1.55594850425142,1.22013092554785,8.73065310569532,0,57
"498",498,57.2008,2008,0,0,0,0.068000004,0.833333333333333,2.499923442,0.652026161,0.936,0.829976526,0.622691095525991,0,6595.305264,5.09,1.33214018384886,1.20486201306072,8.79411335126746,0,57
"499",499,57.2009,2009,0,0,0,0,0.666666666666667,1.637908206,1.157092657,1.086,0.875219132,1.20350328404375,0,6451.664955,5.57,0.712752112133735,0.943299876283952,8.77209350903748,0,57
"500",500,57.201,2010,0,0,0,0,0.5,1.239498164,-1.179368984,1.09,0.402936901,1.38115868416309,0,6231.770232,3.54,-0.0154862819265288,0.0321046528621292,8.737415717808,0,57
"501",501,58.1981,1981,0,0,0,0,0,0.328221818,1.157926176,0.549,0.202214992,5.05156071715505,0,5593.373875,3.57,-1.80813426256175,-0.330025315534812,8.62933793953898,0,58
"502",502,58.1982,1982,0,0,0,0,0,1.44953052,1.456460786,0.66,0.787855798,2.06254656942004,0,5636.347775,4.24,-1.62493449095868,0.773813135465833,8.636991577112,0,58
"503",503,58.1983,1983,0,0,0,0,0.6,2.019979396,2.2530592,1.4,0.834462197,1.98486885667765,0,6005.745955,3.2,0.523280418884145,1.2127844803505,8.70047194911387,0,58
"504",504,58.1984,1984,0,0,0,0.0268,0.666666666666667,1.338561977,1.103380743,1.036,0.669136056,1.58746376163778,0,6701.733587,5.51,0.657170137463542,0.607253133411818,8.81012151623887,0,58
"505",505,58.1985,1985,0,0,0,0.018999999,0.5,1.098180891,2.095516773,0.996,0.594728719,1.79940621673502,0,7311.486549,5.31,0.0712704156529324,0.559090898600548,8.89720189034567,0,58
"506",506,58.1986,1986,0,0,0.439999998,0.1,0.857142857142857,0.486698511,-0.348823036,1.151,0.649867746,2.24763997802308,0,8267.128325,4.76,1.19232684681172,-0.167102480167555,9.02004248769178,0,58
"507",507,58.1987,1987,0,0,0,0.017000001,0.125,1.6149479,2.210643293,0.867,0.820192737,0.919121650759909,0,8940.189115,3.19,-1.15765926972874,0.990713466342581,9.09831202174695,0,58
"508",508,58.1988,1988,0,0,0,0,0.166666666666667,0.616950492,1.129185873,0.543,0.575883234,2.11291530601408,0,9516.658137,4.49,-1.14743428991977,0.167496843403015,9.16079903012843,0,58
"509",509,58.1989,1989,0,0,0.85,0,0.538461538461538,-2.149020764,-0.996349662,1.083,0.101177612,14.2132714731698,0,10081.29471,6.53,-0.241279453776313,-2.1918793067656,9.21843697682959,0,58
"510",510,58.199,1990,0,0,0,0,0.75,2.499923442,0.842992123,0.726,0.886388246,1.77802237285462,0,10374.16394,4.01,1.05108316262511,1.26067070601089,9.24707375775544,0,58
"511",511,58.1991,1991,0,0,0.02,0.44,0.6,2.168323309,1.785835496,1.012,0.892441241,1.7198228521654,0,10503.7716,4.96,0.516118280412761,1.13771326091773,9.25948967164874,0,58
"512",512,58.1992,1992,0,0,0,0.775,0.769230769230769,-0.865401067,0.09619387,1.39,0.115654898,1.12365677539993,0,10451.52439,3.79,0.723328685024279,-1.18350880705905,9.25450312139543,0,58
"513",513,58.1993,1993,0,0,0,0,0.8,2.466479159,1.267316589,1.1,0.677839791,0.234080868393931,0,10765.64614,5.88,1.21169077474487,1.17734840111708,9.28411543029167,0,58
"514",514,58.1994,1994,0,0,0,0.101,0.5,0.5318133,1.096334315,0.815,0.736809974,1.48095560555653,0,11199.18971,5.47,0.0258813654365592,0.269432770804051,9.32359670734456,0,58
"515",515,58.1995,1995,0,0,0.026000001,0,0.5,1.884789188,0.462056292,1.43,0.865113617,2.00622849969816,0,10434.52726,3.57,0.134009001659507,0.938843514997356,9.25287551517889,0,58
"516",516,58.1996,1996,0,0,0,0,0.333333333333333,1.931181233,1.552071847,1.44,0.726432586,2.23754799669208,0,10828.21599,3.39,-0.436517830104463,0.986984069119072,9.28991059789394,0,58
"517",517,58.1997,1997,0,0,0,0,0.8,0.650602525,-0.842514306,1.19,0.585498991,2.84386012856602,0,11110.51481,4.91,1.01414074102438,-0.0349515134652327,9.31564721909388,0,58
"518",518,58.1998,1998,0,0,0,0,0.666666666666667,2.254521565,0.727668091,0.964,0.857451052,1.86952495869109,0,11328.41954,4.24,0.740771906801299,1.12366596031925,9.33506985091154,0,58
"519",519,58.1999,1999,0,0,0,0.06,0.25,1.637908206,2.469681666,0.767,0.838670051,1.69094958012083,0,11464.19707,5.95,-0.713690146945734,1.04358678797265,9.34698415969522,0,58
"520",520,58.2,2000,0,0,0.0077,0,0,3.101340055,1.145349704,0.855,0.892761576,0.66849523339908,0,11906.68425,3.86,-1.49100136997378,1.59323991010656,9.38485522308495,0,58
"521",521,58.2001,2001,0,0,0,0,0.4,3.168774754,1.772857521,1.16,0.720978194,0.484954115956761,0,11092.50993,4.55,-0.107652074471442,1.58605612467249,9.31402537845212,0,58
"522",522,58.2002,2002,0,0,0,0,0.5,3.168774754,1.484334217,1.11,0.88639733,1.49560600671461,0,11056.01518,3.73,0.252036583376449,1.66881727440738,9.31072991901664,0,58
"523",523,58.2003,2003,0,0,0,0,0,2.299233125,1.772857521,1.24,0.856699872,4.80521613152947,0,11593.57539,0,-1.55527485416741,1.2212224709668,9.35820637797562,0,58
"524",524,58.2004,2004,0,0,0,0,0,2.943544565,0.407708135,1.4,0.884793217,0.354424633437095,0,12133.33635,4.49,-1.51080599407397,1.46158932532482,9.40371201358307,0,58
"525",525,58.2005,2005,0,0,0,0,0.5,0.593900015,-1.894329668,1.183,0.556157877,1.38239415581485,0,12752.28128,4.58,-0.0521651691166529,-0.2067915253804,9.45346545850317,0,58
"526",526,58.2006,2006,0,0,0,0,0,2.360073661,1.131443522,1.097,0.878791527,1.41866425479876,0,14218.25652,4.64,-1.54475199730629,1.25709550776693,9.56228208824537,0,58
"527",527,58.2007,2007,0,0,0,0,0,-0.759714286,-0.629269114,1.39,0.182144286,1.42984014209591,0,15355.42682,3.86,-1.91002935097149,-0.970788783046577,9.63922422929746,0,58
"528",528,58.2008,2008,0,0,0,0.068000004,0.5,1.380436255,1.942768695,1.25,0.873969316,0.863534843224133,0,15180.51051,3.9,0.129544446644992,0.911818207735789,9.62776768081891,0,58
"529",529,58.2009,2009,0,0,0,0.030999999,0.857142857142857,2.195785095,2.289477386,1.4,0.877698936,1.57351181319598,0,13196.06028,4.05,1.43510726600402,1.33864265415398,9.48767360038896,0,58
"530",530,58.201,2010,0,0,0,0,0.5,2.254521565,0.692953557,1.145,0.903795213,0.607189804433468,0,12126.87614,4.55,0.175284356570914,1.18884643642804,9.40317943703161,0,58
"531",531,60.1983,1983,0,0,0.98,0,0.909090909090909,-0.110286832,-1.047045037,0.959,0.167377545,1.37620987939115,0,5227.080402,4.04,1.21588521911758,-1.11414291363569,8.56160816064934,0,60
"532",532,60.1984,1984,0,0,0,0.014,0.5,1.478130785,-0.927376175,0.58,0.366462966,3.83812011188683,0,5711.061408,3.57,-0.00960838440739458,0.0742257817248901,8.65016017118979,0,60
"533",533,60.1985,1985,0,0,0,0,0.25,2.536967597,1.559907521,1.4,0.842927396,1.58858801558404,0,6244.511128,4.51,-0.660044194147498,1.37650722187955,8.73945813734975,0,60
"534",534,60.1986,1986,0,0,0,0,0.666666666666667,2.316743409,2.421895822,0.957,0.409382154,0.873596073837831,0,6957.73685,5.16,0.719489366071812,1.00575877708703,8.8476095352209,0,60
"535",535,60.1987,1987,0,0,0,0.09,0.4,2.466479159,1.261825714,0.814,0.858695484,0.692943596254375,0,7461.423347,5.86,-0.154308261625747,1.28475254231116,8.91750147218333,0,60
"536",536,60.1988,1988,0,0,0.289999992,0,0.5,-0.734888736,0.742203905,0.763,0.151695082,2.21952588227978,0,8231.447386,4.62,-0.175963180416737,-0.949470516513279,9.01571714528,0,60
"537",537,60.1989,1989,0,0,0,0,0.75,2.019979396,-0.481110059,0.71,0.408020959,3.1055174454431,0,8737.697264,6.04,0.919772829076358,0.453026235030882,9.0754019629968,0,60
"538",538,60.199,1990,0,0,0,0,0,0.547398597,0.65701223,1.052,0.491357797,1.39862147873519,0,9169.082242,4.38,-1.74486389473204,0.0388806148117472,9.12359247758106,0,60
"539",539,60.1991,1991,0,0,0,0,0.666666666666667,1.931181233,1.109439253,1.03,0.73235958,3.52912606820446,0,8932.938928,6.05,0.707479836420089,0.913583899552411,9.09750072700546,0,60
"540",540,60.1992,1992,0,0,0.105,0,0,1.522356084,1.772857521,1.057,0.553281714,1.0996428570406,0,9236.651429,4.33,-1.6463571925994,0.644311260402335,9.1309346994943,0,60
"541",541,60.1993,1993,0,0,0,0.017000001,0.5,1.28365853,-0.416528447,1.66,0.60635018,1.41536106321003,0,9769.159918,4.71,0.0410483357921492,0.363659219081212,9.1869857554647,0,60
"542",542,60.1994,1994,0,0,0,0.775,0.923076923076923,0.751238584,-0.978119904,1.39,0.270727079,3.54611048266221,0,10160.25427,3.65,1.3687699069822,-0.495542935424916,9.22623874739412,0,60
"543",543,60.1995,1995,0,0,0,0,0.5,2.466479159,1.503964714,1.36,0.851784843,0.953358096727623,0,10614.98993,0,0.191929654296233,1.31930747730809,9.27002242547935,0,60
"544",544,60.1996,1996,0,0,0,0,0,3.168774754,2.040012084,0.92,0.886388246,1.66624880196323,0,11114.89831,4.21,-1.4688478764828,1.73015887517531,9.31604167745856,0,60
"545",545,60.1997,1997,0,0,0,0,0.75,1.322614555,1.599199993,0.729,0.887040471,1.11586465642497,0,11753.2449,4.91,0.984092803063111,0.845554578616242,9.37188464314881,0,60
"546",546,60.1998,1998,0,0,0,0,0.666666666666667,1.889839216,1.785835496,1.289,0.878129715,0.697575641232993,0,11550.73425,5.18,0.747205044452045,1.15725060021273,9.35450428535793,0,60
"547",547,60.1999,1999,0,0,0,0,0.714285714285714,2.987628918,2.317354105,1.42,0.877698936,0.8148781055198,0,11807.05456,5.46,1.0052156219083,1.72907602984063,9.37645247588398,0,60
"548",548,60.2,2000,0,0,0,0,0.5,1.61302519,-0.049117506,1.4,0.86901183,0.896742482716049,0,12911.31453,4.7,0.110121831434596,0.784266642074603,9.46585930127524,0,60
"549",549,60.2001,2001,0,0,0,0.016000001,0.666666666666667,1.61302519,1.785835496,1.2,0.905693443,1.55510791113255,0,13434.3741,5.18,0.727422690327516,1.03503651219757,9.50557193269232,0,60
"550",550,60.2002,2002,0,0,0.58,0,0.625,1.414268608,1.145349704,1.238,0.768716368,1.6292097266739,0,13588.9181,5.21,0.504163722212351,0.542159227622115,9.51700989396879,0,60
"551",551,60.2003,2003,0,0,0,0,0.4,0.547398597,1.379578741,1.13,0.858695484,1.35646234711655,0,12913.53237,5.26,-0.288721553478008,0.463894884698266,9.46603106144203,0,60
"552",552,60.2004,2004,0,0,0,0,0.333333333333333,3.168774754,2.729719948,1.45,0.873942462,0.471701176898496,0,13193.81089,3.98,-0.29439981772992,1.85571990592532,9.48750312664993,0,60
"553",553,60.2005,2005,0,0,0,0.03,0.6,1.61302519,1.643620957,1.009,0.881313737,2.50257718747031,0,14162.15475,5.06,0.485130377855022,0.966423766870857,9.55832852728095,0,60
"554",554,60.2006,2006,0,0,0,0,0.285714285714286,1.874841655,1.267316589,0.88,0.847505277,1.32482343147172,0,14243.26715,4.18,-0.595928454093458,1.01563230909751,9.56403959334086,0,60
"555",555,60.2007,2007,0,0,0,0,0.5,0.440965131,0.65701223,1.4,0.818451006,1.2292543334529,0,14054.4723,4.64,0.0306422962636475,0.29957623999792,9.55069593727826,0,60
"556",556,60.2008,2008,0,0,0,0.098,0.666666666666667,2.299233125,2.311125858,0.635,0.869419174,0.601269381744799,0,14775.82207,3.62,0.773316629509172,1.32913361953697,9.60074747998199,0,60
"557",557,60.2009,2009,0,0,0,0,0,2.536967597,1.772857521,0.712,0.881313737,1.40806161670286,0,14173.57874,4.14,-1.52319432361878,1.3973897936507,9.55913485831332,0,60
"558",558,60.201,2010,0,0,0,0,0.125,1.616594002,1.552071847,1.66,0.872069637,2.44004521786025,0,13704.25445,0,-1.16496324561895,0.95529767069684,9.52546160740309,0,60
"559",559,70.197,1970,0,0,0.115000002,0,0.666666666666667,-0.865401067,-0.978119904,0.903,0.260242216,0.49744367969669,0,5212.901685,4.22,0.385828881899283,-1.04732232440362,8.55889192500845,0,70
"560",560,70.1971,1971,0,0,0.115000002,0,0.666666666666667,-0.865401067,-0.978119904,0.86,0.261453833,0.487744152682287,0,5238.980758,3.79,0.384661335417263,-1.05174803314367,8.56388224656315,0,70
"561",561,70.1972,1972,0,0,0.115000002,0,0.666666666666667,-0.865401067,-0.978119904,0.875,0.262312288,0.536542910594775,0,5490.265993,3.97,0.385213415372615,-1.04950800786478,8.61073198378526,0,70
"562",562,70.1973,1973,0,0,0.115000002,0,0.666666666666667,-0.865401067,-0.978119904,0.895,0.260401424,0.544224540097697,0,5735.520405,5.02,0.387354902842753,-1.04240745528203,8.65443376738216,0,70
"563",563,70.1974,1974,0,0,0.115000002,0,0.666666666666667,-0.865401067,-0.978119904,0.919,0.260324639,0.565739861030282,0,5881.256441,3.36,0.384028485293218,-1.05361768888706,8.67952569850844,0,70
"564",564,70.1975,1975,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,0.982,0.260324639,0.573610394729402,0,6036.818714,3.39,0.387119431649597,-1.03856642246743,8.70563244919199,0,70
"565",565,70.1976,1976,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,0.975,0.270437971,0.598117403589857,0,6127.205553,4.42,0.390644909952705,-1.02298137021315,8.72049406088169,0,70
"566",566,70.1977,1977,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.037,0.279403006,0.534266981105497,0,6165.411402,3.79,0.391418899770017,-1.01544255119118,8.72671014524545,0,70
"567",567,70.1978,1978,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.051,0.299039276,0.504834884980431,0,6545.367602,5.74,0.398628893255927,-0.982906310502947,8.78651284208382,0,70
"568",568,70.1979,1979,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.048,0.310571046,0.50529427784548,0,7003.035118,4.49,0.397625430326243,-0.982301133735546,8.85409892235093,0,70
"569",569,70.198,1980,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.086,0.315350038,0.416088114040357,0,7467.538121,5.41,0.400880760455077,-0.967995391918709,8.91832065499856,0,70
"570",570,70.1981,1981,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.097,0.321050886,0.514114986141745,0,7935.98602,4.64,0.399967490147902,-0.96946700799186,8.97916288737042,0,70
"571",571,70.1982,1982,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.148,0.335327066,0.493985622977108,0,7711.239321,4.71,0.402781128621309,-0.953419944416172,8.95043419566311,0,70
"572",572,70.1983,1983,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.098,0.335383857,0.522962354093503,0,7228.938869,3.88,0.400433617906314,-0.962723834273667,8.8858475366082,0,70
"573",573,70.1984,1984,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.111,0.335383857,0.658272538131964,0,7333.353429,4.89,0.402398411858601,-0.956440877893184,8.90018818398677,0,70
"574",574,70.1985,1985,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.104,0.34743138,0.673121586163119,0,7369.866312,3.49,0.401076354337872,-0.956920842102837,8.90515484553446,0,70
"575",575,70.1986,1986,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.124,0.352278962,0.631380805450221,0,6951.816367,3.38,0.40185751963501,-0.951816871982549,8.84675825218324,0,70
"576",576,70.1987,1987,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.14,0.356207836,0.579893365111007,0,6942.826036,5.88,0.408018410401211,-0.928402682987882,8.84546418041171,0,70
"577",577,70.1988,1988,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.139,0.381775314,0.536145070248408,0,6893.916352,4.04,0.407931860585669,-0.919265028210565,8.83839461355382,0,70
"578",578,70.1989,1989,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.14,0.39059914,0.517255853879605,0,7044.824577,6.22,0.413892874899336,-0.895277415590007,8.8600485236679,0,70
"579",579,70.199,1990,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.156,0.409502314,0.505212146362122,0,7257.931082,4.54,0.413281299748694,-0.89020280004133,8.88985009227464,0,70
"580",580,70.1991,1991,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.172,0.467291745,0.508666921553606,0,7415.50601,4.34,0.421434300854505,-0.84081821649425,8.91132849364626,0,70
"581",581,70.1992,1992,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.152,0.467091698,0.550058775557418,0,7532.607786,4.29,0.420991554986041,-0.843073568573505,8.92699658036109,0,70
"582",582,70.1993,1993,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.172,0.483354991,0.461804012440622,0,7685.217403,4.26,0.423712686129272,-0.826857418715998,8.94705394483736,0,70
"583",583,70.1994,1994,0,0,0,0.109999999,0.666666666666667,-0.865401067,-0.978119904,1.145,0.505516514,0.547834285087313,0,7896.120598,4.24,0.426412389933839,-0.810567371291953,8.97412685429962,0,70
"584",584,70.1995,1995,0,0,0,0,0.666666666666667,-0.865401067,-1.652249532,1.121,0.508336043,0.49824566189043,0,7307.176978,4.21,0.416581061247895,-0.86751809775945,8.89661229183457,0,70
"585",585,70.1996,1996,0,0,0,0,0.666666666666667,-0.865401067,-1.652249532,1.156,0.547550279,0.519365181445326,0,7603.708981,4.2,0.422591810996058,-0.831970580007286,8.93639143104532,0,70
"586",586,70.1997,1997,0,0,0,0,0.666666666666667,-0.865401067,-1.652249532,1.183,0.602425839,0.498203551522776,0,7999.857942,4.2,0.430917953921157,-0.782666977905504,8.98717906325431,0,70
"587",587,70.1998,1998,0,0,0,0,0.666666666666667,-0.865401067,-1.652249532,1.19,0.615641214,0.494203945557633,0,8245.493925,4.22,0.432968213822829,-0.77063332690967,9.01742213920305,0,70
"588",588,70.1999,1999,0,0,0,0,0.666666666666667,-0.865401067,-1.652249532,1.167,0.618728128,0.501871313195128,0,8340.563858,4.16,0.433029450002156,-0.769819483858025,9.02888610194032,0,70
"589",589,70.2,2000,0,0,0,0,0.666666666666667,-0.865401067,-1.652249532,1.163,0.693783685,0.486084985792046,0,8659.797254,4.16,0.443953946460419,-0.704896753623647,9.06644658950413,0,70
"590",590,70.2001,2001,0,0,0,0,0.666666666666667,-0.865401067,-1.652249532,1.157,0.704066919,0.488508913059213,0,8494.838851,4.18,0.445424775382645,-0.696228777022488,9.04721406406148,0,70
"591",591,70.2002,2002,0,0,0,0,0.666666666666667,-0.865401067,-1.652249532,1.153,0.713358672,0.469213133882838,0,8401.015867,4.17,0.446759167352297,-0.6882227787584,9.03610791406679,0,70
"592",592,70.2003,2003,0,0,0,0,0.666666666666667,-0.242654391,-1.652249532,1.135,0.72383619,0.454985871628993,0,8416.904266,4.16,0.493746093235847,-0.399429437236024,9.03799737526071,0,70
"593",593,70.2004,2004,0,0,0,0,0.666666666666667,-0.242654391,-1.652249532,1.137,0.72383619,0.406223687618839,0,8667.288555,4.04,0.49362598534373,-0.39951886526757,9.0673112821073,0,70
"594",594,70.2005,2005,0,0,0,0,0.666666666666667,-0.242654391,-1.652249532,1.116,0.72383619,0.418022840774587,0,8808.563565,4.03,0.493355252449552,-0.400951533476757,9.0834796596663,0,70
"595",595,70.2006,2006,0,0,0,0,0.666666666666667,-0.242654391,-1.652249532,1.123,0.701882777,0.422933908221671,0,9108.06545,3.69,0.489500078092255,-0.422114280085111,9.11691561314815,0,70
"596",596,70.2007,2007,0,0,0,0,0.666666666666667,-0.242654391,-2.110652231,1.127,0.688228882,0.458070629980504,0,9253.317716,3.7,0.477963852522668,-0.494027005223577,9.13273743819905,0,70
"597",597,70.2008,2008,0,0,0,0,0.666666666666667,-0.242654391,-2.110652231,1.126,0.677831079,0.448540527020208,0,9232.197316,3.7,0.476461174220678,-0.50294622426665,9.13045236156974,0,70
"598",598,70.2009,2009,0,0,0,0,0.666666666666667,-0.242654391,-2.110652231,1.09,0.698650662,0.542546694880151,0,8657.836029,3.78,0.479063739334695,-0.487704727972164,9.06622008915315,0,70
